DEBUG 2022-08-30 10:59:57,671 1179707ms uentasDestinoItemEvent cargarAsientos                 - Se cargo satisfactoriamente los asientos.
DEBUG 2022-08-30 11:00:14,777 1196814ms uentasDestinoItemEvent generarAsientos                - Se creo el asiento : 390
DEBUG 2022-08-30 11:03:18,235  4763ms SAPInit                ConnectToCompany               - Inicio Add-On BPP
DEBUG 2022-08-30 11:03:21,771  8299ms uentasDestinoItemEvent cargarAsientos                 - Query : EXEC SP_BPP_CONSULTAR_DESTINOS '104                 '  
DEBUG 2022-08-30 11:03:21,881  8409ms uentasDestinoItemEvent cargarAsientos                 - Se cargo satisfactoriamente los asientos.
DEBUG 2022-08-30 11:04:48,164  4561ms SAPInit                ConnectToCompany               - Inicio Add-On BPP
ERROR 2022-08-30 11:04:48,661  5058ms _ItemEvent             DoAction                       - Form - Invalid Form
System.Runtime.InteropServices.COMException (0xFFFFF43C): Form - Invalid Form
   en SAPbouiCOM.IForms.Item(Object Index)
   en BPP.Events.ItemEvent.BPP_UI.CuentasDestinoItemEvent.itemAction(String FormUID, ItemEvent& pVal, Boolean& BubbleEvent) en D:\SMB\Sistemas\Desarrollo\LOCALIZACION\ADDON\BPP\BPP\Events\ItemEvent\BPP_UI\CuentasDestinoItemEvent.cs:línea 20
   en BPP.Events._ItemEvent.DoAction(String FormUID, ItemEvent& pVal, Boolean& BubbleEvent) en D:\SMB\Sistemas\Desarrollo\LOCALIZACION\ADDON\BPP\BPP\Events\_ItemEvent.cs:línea 27
DEBUG 2022-08-30 11:05:26,038  4522ms SAPInit                ConnectToCompany               - Inicio Add-On BPP
DEBUG 2022-08-30 11:05:29,984  8469ms uentasDestinoItemEvent cargarAsientos                 - Query : EXEC SP_BPP_CONSULTAR_DESTINOS '104                 '  
DEBUG 2022-08-30 11:05:30,087  8571ms uentasDestinoItemEvent cargarAsientos                 - Se cargo satisfactoriamente los asientos.
DEBUG 2022-08-30 11:05:44,686 23171ms uentasDestinoItemEvent generarAsientos                - Se creo el asiento : 391
